@RELATION tweetSentiment.dev.csv

@ATTRIBUTE Text string 

@ATTRIBUTE CLASS {neutral,positive,negative}
@DATA
'@apple If you want to know what customers think dont send updates with the ""noreply"" return address. Who invented that anyway. #useless"',negative
'Cerulean is the most advanced ERP cloud for hosted dynamics #microsoft #dynamics - http://t.co/4J53yJwd"',neutral
'#Android #Google Download: Android 4.0 Ice Cream Sandwich SDK System Dump http://t.co/VyyAsBM6 #DhilipSiva"',neutral
'@APPLE Wow @MOTOROLA Just crushed your dreams...."',negative
'""#Microsoft details Search improvements in Windows 8 Start Screen"" http://t.co/Agv49znJ"',positive
'Too many iPhones.  @apple @dcoult #FirstWorldProblems http://t.co/Ck4yfFSY"',neutral
'@sprint is slow, slow, slow. beware when signing with #SlowSprint. @apple #iphone #iphone4 #iphone4s #Siri #android #TheBufferingNetwork"',neutral
'RT @mixedchik22: #Twitter.... Side Affects include: Procrastination, No Sleep, Unable to Focus on ANYTHING, Subtweeting, RT, TT, and Low ..."',negative
'if @apple does not resolve the #Siri network issues they will need to rename a great product to Sorri - Who else is having issues?"',negative
'RT @The_Kase Do real thugs have #twitter? #confusedbymytimeline  // Hell no."',neutral
'Steve Ballmer slams Android #microsoft #steveballmer http://t.co/fD1m8vN1"',neutral
'#Microsoft�s Steve Ballmer attacks #Android phones http://t.co/cuoW78du"',neutral
'Thanks to @Apple Covent Garden #GeniusBar for replacing my MacBook keyboard/cracked wristpad during my lunch break today, out of warranty."',positive
'i used to be with @blackberry over 4-5yrs .. after all the disruptions and lost gigs thx to their service im moving to @apple #iphone"',positive
'@Apple Siri is down!"',negative
'Developers: Let Microsoft Market Your App for Windows Phone http://t.co/QZUqhCxx #wp7 #wp7dev #windowsphone #Microsoft #Marketplace"',neutral
'Getting some blank rows in my #Twitter feed on the website. Are you?"',neutral
'RT @Its_kcheese: some stuff you only find on #TWITTER lolz"',neutral
'Damn girl I�ll follow u to the end of the road',neutral
'@tomcolontonio @apple #EPICFAIL"',negative
'RT @nedraallmond: @WSPSanDiego Kickoff tomorrow 10/20 at San Diego #Microsoft Store at 6:00pm @wspwest http://t.co/GP8tIRXN"',neutral
'RT @TheCloudNetwork: #Microsoft #Cloud Steve Ballmer At Web 2.0: Microsoft CEO Disses Android, iPhone: According to GeekWire, Ba... http ..."',neutral
'#Microsoft builds a functioning ‘holodesk’ to interact with digital items http://t.co/BgrZnNvs #uncategorized"',neutral
'My #twitter age is 1 year 19 days 13 hours 37 minutes 17 seconds. Find out yours at http://t.co/XhRUA9Dz #twittertime"',neutral
'The new #Samsungnexus and 4.0 OS make the #iPhone4s look like an old bag phone. Nice job #Google and #Samsung."',positive
'ALRIGHT I�m going to sleep. #GoodNight #Twitter"',neutral
'Now, really #google how hypocritical is this? http://t.co/6nHuYFeh #analytics"',negative
'Wow #android #ics, lots of uh uh uh uh talk going on... forsure not a #microsoft #mango launch were people have public speaking skills"',positive
'I wonder if @Apple OSX will get built-in @Twitter @support like iOS5. That would be very helpful at the moment."',neutral
'#twitter I�m off to bed with two crazy pups. #lovethem http://t.co/FSLFpMOb"',neutral
'Put your twitter on autopilot and let it gain followers for you!! http://t.co/hze1TqAl #TeamFollowBack #Twitter #autopilot #1000aday 19"',neutral
'I�m an iOs user but the #ICS is awesome, great job #google"',positive
'got the new @apple update"',neutral
'Bill Gates jumps over chairs during interviews http://t.co/dmVtFsVg #BillGates #microsoft #parkour #cheatedabit"',neutral
'@Apple to shut stores!!! C�mon, Only Wednesday for @SteveJobs memorial."',neutral
'If you need to modify your payment details that are on your phone for the Android Market, go here: http://t.co/z4gS3PxC #Google"',neutral
'AHHHH!!!!! FUCK IT!!! Goodnight!!',neutral
'New #microsoft #WindowsLiveBook V2 Mobile Video + #GraphicsWorkstation http://t.co/LcUvLvAd"',neutral
'#ThatsDisrespectful Like using #Google to search for #Bing"',neutral
'@AsimRang @apple @umber the podcasts feature works just fine, music purchasing is straight forward, what else do you want?"',neutral
'Technology 4 StartUp Britain Week: Attracting Customers With SEO and PPC http://t.co/o7tHRXPr #microsoft"',neutral
'alrite back to this lab report. Later #Twitter"',neutral
'#twitter is a fad. Was addicted now I don�t rly care."',negative
'Ballmer: #Microsoft Beating #Google in the Cloud - http://t.co/rfiaNud0 via @gigaom"',neutral
'#Twitter Thank you.Read those great tweets.helps live better! :) Bows."',neutral
'WOW DOGS!!',neutral
'@Mommy_gaga  #Win an @Apple iPod Touch @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/qEATNMpI #PampersHelloApps"',neutral
'@MauroGarcia92 dale ok..!solo #twitter !!"',neutral
'#Samsung #google #nexus"',neutral
'#Microsoft Lync crash issue on #Mac OS X 10.7.2 [Fixed] - http://t.co/YZhCdgFP"',negative
'Anyone in #twitter land know if retweets are broken? Haven�t seen any since Tuesday."',negative
'Google, Samsung unveil Galaxy Nexus phone running Android 4.0 http://t.co/C4elM79o"" via:@appleinsider #tech #google #Dubai #beirut"',neutral
'Testing Windows 8 Developer Preview #microsoft"',neutral
'#Microsoft #Cloud Microsoft, Infosys Partner to Bring Cloud to Enterprises: Speaking to CMSWire before the ... http://t.co/GV1edcvp #TCN"',neutral
'#Google #Android #IceCreamSandwich features - http://t.co/qXFdDrt4. #ICS"',neutral
'#Microsoft #SCVMM #2012- Session by @virtualfat - all u need to know about the new 2012 version. #e2evc Register http://t.co/eZBtVm9Z"',neutral
'Wow. Lots of negative comments about #windows8 on the @BuildWindows8 blog. I sure hope #Microsoft is listening #keepthedesktop"',negative
'RT @SQLServer: #Microsoft made many announcements at #SQLPass Summit. Read the blog post for a recap: http://t.co/KSgglnDC #sqlserver #s ..."',neutral
'Yahoo! Just received welcome letter to join #TFS Preview. Thanks #Microsoft"',neutral
'Should #Microsoft and #Google design their software for mobile devices with two screens?"',neutral
'RT @AndroidTopNews: Steve Ballmer: Android is for computer science geeks http://t.co/o7vJl4Tl #News #android #google #microsoft #steve_b ..."',neutral
'Does anyone out there have some good online training or tips on using InforPath 2010 to build forms with rules?  #Microsoft #SharePoint"',neutral
'RT @SamsungMobileCA: #GALAXYNexus has arrived! #Samsung #Google"',positive
'@Reddclay81 now that were done prasing @Apple �s #iOS5',neutral
'@BrianCrockerJr yeah, it shows. glad you have #twitter :)"',positive
'That shit lame trynna fuck with somebody through a DM on #twitter thoo  ?"',neutral
'wasn�t impressed with the #iPhone4S and now not impressed with the #GalaxyNexus, so let�s see what #Nokia - #Microsoft have to offer..."',neutral
'Android Ice Cream Sandwich adds Face Unlock feature http://t.co/45HxZE0o #Tech #google"',neutral
'Screened by RepRisk – #Microsoft will undergo trial for its alleged anti-competitive practices @Microsoft"',negative
'Galaxy Nexus Promotion Video http://t.co/JIV8z67u #samsung #google #android #ics #smartphone"',neutral
'iPads Replace Bound Playbooks on Some N.F.L. Teams http://t.co/2UXAWKwf @apple @nytimes"',positive
'Hey @apple, if you send me a free iPhone (any version will do), I will publicly and ceremoniously burn my #BlackBerry."',positive
'#Google #Ice Cream Sandwich (#Android 4.0): a hands-on ##screenshot #gallery http://t.co/bpZRz337"',neutral
'RT @stuartmiles: http://t.co/hM2x3yim via @pocketlint #moto #google #android"',neutral
'Check this video out -- Steve Ballmer: We were lucky not to buy Yahoo! ALALUYA http://t.co/V9rmRAUh #microsoft #yahoo #SteveBallmer"',neutral
'#Microsoft #Cloud Infosys kicks off its cloud drive with Microsoft partnership: Infosys has accelerated its... http://t.co/utU4mwjK #TCN"',neutral
'You know what would be awesome? If @QVC sold @apple iPads on easy pay. #yesplease"',neutral
'When you want something done right, you do it yourself... or go to @Apple. AT&T you�re useless these days. #yourdaysarenumbered',positive
'no kidding “@thejabberwockey: Also @EricGreenspan, don�t forget @Apple stop closing the app store after each bloody purchase...”"',neutral
'#Microsoft Lync crash issue on #Mac OS X 10.7.2 [Fixed] - http://t.co/Gjiu2zz1"',negative
'#Google, #Samsung unveil Ice Cream Sandwich powered Galaxy Nexus.. #Android4.0"',neutral
'RT @MobileTechWorld: Jet Car Stunts Xbox Live game for Windows Phone released http://t.co/O3hYxBxh #wp7 #xbox #microsoft"',neutral
'How much house can i afford #Google"',neutral
'Some people take themselves way too seriously...especially on #Twitter. It�s amusing...to say the least. Bless your heart..."',neutral
'I just installed the new Twidroyd for #Twitter on my #Android Phone - It�s #Free, give it a try. http://t.co/nvNns7VR"',neutral
'Issues with updating iTunes on my windows pc - they really are not compatible.... Sent more time talking to @Apple care than using it!!"',negative
'Adult swim #twitter"',neutral
'RT @VanillaLatte_xD: #omfg .. #Twitter , Why fxck up ? I wanna see my Retweets ""/"',negative
'RT @p1j Android 4.0 Ice Cream Sandwich is Here with a Google Nexus in new Avtar!   http://t.co/MTu7tGx7   #android #google #nexus #BigMAMA"',positive
'SO IT�S BEEN A LOOONG MINUTE ',neutral
'So my mentions don�t work? And my TL don�t be wanting to update. Is #twitter moving servers or doing maintenance?"',negative
'Seeking a Manager of IT for Immediate Hire in Sterling, VA! Send resumes to julia.snik@rht.com for consideration! #dcjobs #cisco #microsoft"',neutral
'RT @ThisIsYunGFRESH: JOIN OUR #TT ON #TWITTER FOLLOW @ThisIsYungFRESH & @macDej #TT #RatchetSymptoms"',neutral
'#SEOTIPS To find out what web pages of your website are indexed by #Google simply Google --&gt; site:http://t.co/xlsu6iPa"',neutral
'White Paper: EMC Automated Performance Optimization for #Microsoft Applications http://t.co/aIK3EjWT #EMC #powerlink credential needed"',neutral
'#Microsoft #LifeCam NX-3000 #Webcam (Gray) Review http://t.co/zJMHBPH7 #nx3000 #laptopwebcam #notebooks #laptop"',neutral
'@allyfish87 leaning that way for battery. Have #Microsoft xbox, media pc and zune so would a Droid fit better? #idk thanks tho :)"',neutral
'The Cloud Offers the Ultimate Music Choice &lt;http://t.co/wd05MHPU&gt; #Microsoft #Emp #CloudComputing"',neutral
'Ice Cream Sandwich is out!   http://t.co/YyceZpDy #android #ios #ics #google"',neutral
'Time to go get my iPhone 4s.  Looking forward to sticking it to the man by no longer paying for most texts.  Thanks @apple."',positive
'#Samsung & #Google unveil latest #Android #phone using #IceCreamSandwich http://t.co/eHoeBMDW"',neutral
'SeNews : Microsoft extends revenue guarantees to Yahoo #Yahoo #Microsoft : http://t.co/bR3MHHVg"',neutral
'#twitter app also doesn�t show me the conversation when I touch a tweet."',negative
'Data usage in ICS.. Looks like I don�t need Watchdog 3G Pro anymore.. hah! #Android #ICS #Google"',positive
'Can you say #twitter those #followers who are #following me??"',neutral
'So is the #galaxynexus coming to @sprint any info @android #google #android"',neutral
'I have been blown away by technological innovations.... #microsoft should do more #marketing!!"',positive
'Microsoft Roslyn CTP is finally out...Check it out http://t.co/cSTAnsLF #roslyn #visualstudio #compiler #csharp #net #microsoft"',neutral
'Securing #Microsoft Exchange 2010 with #SSL Certificate http://t.co/DAwnAbvX #Exchange2010 #ITSecurity"',neutral
'Fantastic work from #Samsung and #Google on the #GalaxyNexus superphone and the new #Android #ICS. Very impressive."',positive
'@attentionspan i don�t think the link you posted suggests that #google+ traffic is in downward spiral, just corrected for novelty"',neutral
'Samsung seeks iPhone 4S ban in Japan and Australia',negative
'RT @ScottDugas: Warning: if iphone apps spontaneously loose data, it might not be the app�s fault - http://t.co/1SEsvWwm #ios5downgrade  ..."',negative
'SeNews : Ballmer: 70% Of The Time, Google & Bing Are The Same, So Try Bing! #Microsoft #Bing : http://t.co/6RmJ9Bgn"',neutral
'#Twitter how do you know that I think that @SofiaVergara is the funniest member of the #ModernFamily cast?!"',neutral
'Tips for Reaching Out to Twitter�s 50 Million Daily Users http://t.co/IF3IVLWN #twitter #mediagofer #socialmedia @SMsavvy @PRmate @KMiones"',neutral
'Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores http://t.co/hJ8qlOC9 #neowin"',positive
'@Twitter returns a Error 500 when we try to post the link to @Apple Support Community detailing how to turn off auto renewal subscriptions."',neutral
'#Apple vs #Microsoft: Two Opposite Approaches to Building an OS http://t.co/ZAMoDZ9O #Windows8 #OSX #iOS5"',neutral
'RT @techinciter: Open Letter: Steve Ballmer, Please Retire - Forbes - Please retweet! #MSFT needs a techie leader. http://t.co/E8uMRmro  ..."',neutral
'Its 11:56 &amp;, im going to sleep now &gt;.&lt; O&#39;well :) good night #Twitter ."',neutral
'RT @bsdalton: @apple underplayed the power of the iPad via @mitchjoel &lt;yup #SOCAPac11"',neutral
'#Twitter is messed up followers keep switching to same numbers -___- #FIXIT!"',negative
'Ballmer: 70% Of The Time, #Google & #Bing Are The Same, So Try Bing! by @dannysullivan http://t.co/9eudwSAD"',neutral
'#Google officially announces Ice Cream Sandwich http://t.co/8U9XMNz9 #smartphones #tablets #news #android"',neutral
'Survivable Branch Appliances & Basic Hybrid Gateways for #Microsoft #Lync and Office Communications Server http://t.co/MqUojAAf #Audiocodes"',neutral
'Thanks to Steffen Krause #Microsoft for a great SQL Server Session @EuropeanSP."',positive
'#iCloud set up was flawless and works like a champ! To the Cloud @Apple"',positive
'#IOS5  needed to include a landscape mode for reminders @Apple"',neutral
'Welp! Meh nd @RenaeDaniels Bout tah Call it ah Niqht Nite #Twitter"',neutral
'RT @xenophin: #Samsung and #Google�s Ice Cream Sandwich event is at 3am UK time.    Waking up to a lot of news then ... #nonUSAtimezonel ..."',neutral
'Fuck #microsoft i love them to death but that red ring and no free xboxlive is killing me. #Sony all day :-\"',negative
'RT @aljonkar: The new Samsung Galaxy nexus..',neutral
'#Twitter #Melbourne #Business ""TWITTER 4 BUSINESS"" November 16 http://t.co/wiZ4omU0 @KingstonCC @KeithKeller"',neutral
'I�m on one tonight ...#tripping ! Lol eff yal ...its #twitter !"',neutral
'Yahoo Profit Drops 26 Per Cent! http://t.co/Jd3X8SGM #yahoo #microsoft"',neutral
